sex,age,cause,ci_rate,provenance
F,44,ami,0.000244308,[std] log-linear in ln(rate) between [S3]'s anchors at ages 20 and 40 (below 40) or 40 and 60 (40 to 60); the anchors themselves are [S3]
F,44,stroke,0.000587606,[std] log-linear in ln(rate) between [S3]'s anchors at ages 20 and 40 (below 40) or 40 and 60 (40 to 60); the anchors themselves are [S3]
F,44,other,0.000371827,"[std] the five remaining 중대한 질병, the four 중대한 수술 and 중대한 화상 및 부식 as 10.5% of the three headline rates: [S4]'s published 3대-to-17대 office premium step of 5.30% divided by the 50.6% share the CI benefit takes of the risk premium at male 40 in [S3]'s 보장위험별 연간보험료 disclosure"
F,44,ltc,0.0,"[std] 장기요양 1·2등급 inception, 0.12% at 65 growing 14% a year, a placeholder for the construction LTC_KR_S owns; scaled so the 65+ mean is of the order of the 0.5% a year implied by [REG-R42]'s 154,688 1·2등급 인정자 against the 65+ population at an assumed three-year mean duration. Nil below 65: the 노인성 질병 route under 65 [REG-R55] is not modelled"
F,45,cancer,0.002847629,[std] log-linear in ln(rate) between [S3]'s anchors at ages 20 and 40 (below 40) or 40 and 60 (40 to 60); the anchors themselves are [S3]
F,45,ami,0.000276921,[std] log-linear in ln(rate) between [S3]'s anchors at ages 20 and 40 (below 40) or 40 and 60 (40 to 60); the anchors themselves are [S3]
F,45,stroke,0.000647313,[std] log-linear in ln(rate) between [S3]'s anchors at ages 20 and 40 (below 40) or 40 and 60 (40 to 60); the anchors themselves are [S3]
F,45,other,0.000396046,"[std] the five remaining 중대한 질병, the four 중대한 수술 and 중대한 화상 및 부식 as 10.5% of the three headline rates: [S4]'s published 3대-to-17대 office premium step of 5.30% divided by the 50.6% share the CI benefit takes of the risk premium at male 40 in [S3]'s 보장위험별 연간보험료 disclosure"
F,45,ltc,0.0,"[std] 장기요양 1·2등급 inception, 0.12% at 65 growing 14% a year, a placeholder for the construction LTC_KR_S owns; scaled so the 65+ mean is of the order of the 0.5% a year implied by [REG-R42]'s 154,688 1·2등급 인정자 against the 65+ population at an assumed three-year mean duration. Nil below 65: the 노인성 질병 route under 65 [REG-R55] is not modelled"
F,46,cancer,0.002993019,[std] log-linear in ln(rate) between [S3]'s anchors at ages 20 and 40 (below 40) or 40 and 60 (40 to 60); the anchors themselves are [S3]
F,46,ami,0.000313888,[std] log-linear in ln(rate) between [S3]'s anchors at ages 20 and 40 (below 40) or 40 and 60 (40 to 60); the anchors themselves are [S3]
F,46,stroke,0.000713087,[std] log-linear in ln(rate) between [S3]'s anchors at ages 20 and 40 (below 40) or 40 and 60 (40 to 60); the anchors themselves are [S3]
F,46,other,0.000422099,"[std] the five remaining 중대한 질병, the four 중대한 수술 and 중대한 화상 및 부식 as 10.5% of the three headline rates: [S4]'s published 3대-to-17대 office premium step of 5.30% divided by the 50.6% share the CI benefit takes of the risk premium at male 40 in [S3]'s 보장위험별 연간보험료 disclosure"
F,46,ltc,0.0,"[std] 장기요양 1·2등급 inception, 0.12% at 65 growing 14% a year, a placeholder for the construction LTC_KR_S owns; scaled so the 65+ mean is of the order of the 0.5% a year implied by [REG-R42]'s 154,688 1·2등급 인정자 against the 65+ population at an assumed three-year mean duration. Nil below 65: the 노인성 질병 route under 65 [REG-R55] is not modelled"
F,47,cancer,0.003145832,[std] log-linear in ln(rate) between [S3]'s anchors at ages 20 and 40 (below 40) or 40 and 60 (40 to 60); the anchors themselves are [S3]
F,47,ami,0.00035579,[std] log-linear in ln(rate) between [S3]'s anchors at ages 20 and 40 (below 40) or 40 and 60 (40 to 60); the anchors themselves are [S3]
F,47,stroke,0.000785544,[std] log-linear in ln(rate) between [S3]'s anchors at ages 20 and 40 (below 40) or 40 and 60 (40 to 60); the anchors themselves are [S3]
F,47,other,0.000450152,"[std] the five remaining 중대한 질병, the four 중대한 수술 and 중대한 화상 및 부식 as 10.5% of the three headline rates: [S4]'s published 3대-to-17대 office premium step of 5.30% divided by the 50.6% share the CI benefit takes of the risk premium at male 40 in [S3]'s 보장위험별 연간보험료 disclosure"
F,47,ltc,0.0,"[std] 장기요양 1·2등급 inception, 0.12% at 65 growing 14% a year, a placeholder for the construction LTC_KR_S owns; scaled so the 65+ mean is of the order of the 0.5% a year implied by [REG-R42]'s 154,688 1·2등급 인정자 against the 65+ population at an assumed three-year mean duration. Nil below 65: the 노인성 질병 route under 65 [REG-R55] is not modelled"
F,48,cancer,0.003306447,[std] log-linear in ln(rate) between [S3]'s anchors at ages 20 and 40 (below 40) or 40 and 60 (40 to 60); the anchors themselves are [S3]
F,48,ami,0.000403285,[std] log-linear in ln(rate) between [S3]'s anchors at ages 20 and 40 (below 40) or 40 and 60 (40 to 60); the anchors themselves are [S3]
F,48,stroke,0.000865364,[std] log-linear in ln(rate) between [S3]'s anchors at ages 20 and 40 (below 40) or 40 and 60 (40 to 60); the anchors themselves are [S3]
F,48,other,0.000480385,"[std] the five remaining 중대한 질병, the four 중대한 수술 and 중대한 화상 및 부식 as 10.5% of the three headline rates: [S4]'s published 3대-to-17대 office premium step of 5.30% divided by the 50.6% share the CI benefit takes of the risk premium at male 40 in [S3]'s 보장위험별 연간보험료 disclosure"
F,48,ltc,0.0,"[std] 장기요양 1·2등급 inception, 0.12% at 65 growing 14% a year, a placeholder for the construction LTC_KR_S owns; scaled so the 65+ mean is of the order of the 0.5% a year implied by [REG-R42]'s 154,688 1·2등급 인정자 against the 65+ population at an assumed three-year mean duration. Nil below 65: the 노인성 질병 route under 65 [REG-R55] is not modelled"
F,49,cancer,0.003475263,[std] log-linear in ln(rate) between [S3]'s anchors at ages 20 and 40 (below 40) or 40 and 60 (40 to 60); the anchors themselves are [S3]
F,49,ami,0.000457121,[std] log-linear in ln(rate) between [S3]'s anchors at ages 20 and 40 (below 40) or 40 and 60 (40 to 60); the anchors themselves are [S3]
F,49,stroke,0.000953295,[std] log-linear in ln(rate) between [S3]'s anchors at ages 20 and 40 (below 40) or 40 and 60 (40 to 60); the anchors themselves are [S3]
F,49,other,0.000512996,"[std] the five remaining 중대한 질병, the four 중대한 수술 and 중대한 화상 및 부식 as 10.5% of the three headline rates: [S4]'s published 3대-to-17대 office premium step of 5.30% divided by the 50.6% share the CI benefit takes of the risk premium at male 40 in [S3]'s 보장위험별 연간보험료 disclosure"
F,49,ltc,0.0,"[std] 장기요양 1·2등급 inception, 0.12% at 65 growing 14% a year, a placeholder for the construction LTC_KR_S owns; scaled so the 65+ mean is of the order of the 0.5% a year implied by [REG-R42]'s 154,688 1·2등급 인정자 against the 65+ population at an assumed three-year mean duration. Nil below 65: the 노인성 질병 route under 65 [REG-R55] is not modelled"
F,50,cancer,0.003652698,[std] log-linear in ln(rate) between [S3]'s anchors at ages 20 and 40 (below 40) or 40 and 60 (40 to 60); the anchors themselves are [S3]
F,50,ami,0.000518143,[std] log-linear in ln(rate) between [S3]'s anchors at ages 20 and 40 (below 40) or 40 and 60 (40 to 60); the anchors themselves are [S3]
F,50,stroke,0.00105016,[std] log-linear in ln(rate) between [S3]'s anchors at ages 20 and 40 (below 40) or 40 and 60 (40 to 60); the anchors themselves are [S3]
F,50,other,0.000548205,"[std] the five remaining 중대한 질병, the four 중대한 수술 and 중대한 화상 및 부식 as 10.5% of the three headline rates: [S4]'s published 3대-to-17대 office premium step of 5.30% divided by the 50.6% share the CI benefit takes of the risk premium at male 40 in [S3]'s 보장위험별 연간보험료 disclosure"
F,50,ltc,0.0,"[std] 장기요양 1·2등급 inception, 0.12% at 65 growing 14% a year, a placeholder for the construction LTC_KR_S owns; scaled so the 65+ mean is of the order of the 0.5% a year implied by [REG-R42]'s 154,688 1·2등급 인정자 against the 65+ population at an assumed three-year mean duration. Nil below 65: the 노인성 질병 route under 65 [REG-R55] is not modelled"
F,51,cancer,0.003839192,[std] log-linear in ln(rate) between [S3]'s anchors at ages 20 and 40 (below 40) or 40 and 60 (40 to 60); the anchors themselves are [S3]
F,51,ami,0.000587311,[std] log-linear in ln(rate) between [S3]'s anchors at ages 20 and 40 (below 40) or 40 and 60 (40 to 60); the anchors themselves are [S3]
F,51,stroke,0.001156868,[std] log-linear in ln(rate) between [S3]'s anchors at ages 20 and 40 (below 40) or 40 and 60 (40 to 60); the anchors themselves are [S3]
F,51,other,0.000586254,"[std] the five remaining 중대한 질병, the four 중대한 수술 and 중대한 화상 및 부식 as 10.5% of the three headline rates: [S4]'s published 3대-to-17대 office premium step of 5.30% divided by the 50.6% share the CI benefit takes of the risk premium at male 40 in [S3]'s 보장위험별 연간보험료 disclosure"
F,51,ltc,0.0,"[std] 장기요양 1·2등급 inception, 0.12% at 65 growing 14% a year, a placeholder for the construction LTC_KR_S owns; scaled so the 65+ mean is of the order of the 0.5% a year implied by [REG-R42]'s 154,688 1·2등급 인정자 against the 65+ population at an assumed three-year mean duration. Nil below 65: the 노인성 질병 route under 65 [REG-R55] is not modelled"
F,52,cancer,0.004035208,[std] log-linear in ln(rate) between [S3]'s anchors at ages 20 and 40 (below 40) or 40 and 60 (40 to 60); the anchors themselves are [S3]
F,52,ami,0.000665713,[std] log-linear in ln(rate) between [S3]'s anchors at ages 20 and 40 (below 40) or 40 and 60 (40 to 60); the anchors themselves are [S3]
F,52,stroke,0.001274418,[std] log-linear in ln(rate) between [S3]'s anchors at ages 20 and 40 (below 40) or 40 and 60 (40 to 60); the anchors themselves are [S3]
F,52,other,0.000627411,"[std] the five remaining 중대한 질병, the four 중대한 수술 and 중대한 화상 및 부식 as 10.5% of the three headline rates: [S4]'s published 3대-to-17대 office premium step of 5.30% divided by the 50.6% share the CI benefit takes of the risk premium at male 40 in [S3]'s 보장위험별 연간보험료 disclosure"
F,52,ltc,0.0,"[std] 장기요양 1·2등급 inception, 0.12% at 65 growing 14% a year, a placeholder for the construction LTC_KR_S owns; scaled so the 65+ mean is of the order of the 0.5% a year implied by [REG-R42]'s 154,688 1·2등급 인정자 against the 65+ population at an assumed three-year mean duration. Nil below 65: the 노인성 질병 route under 65 [REG-R55] is not modelled"
F,53,cancer,0.004241231,[std] log-linear in ln(rate) between [S3]'s anchors at ages 20 and 40 (below 40) or 40 and 60 (40 to 60); the anchors themselves are [S3]
F,53,ami,0.000754581,[std] log-linear in ln(rate) between [S3]'s anchors at ages 20 and 40 (below 40) or 40 and 60 (40 to 60); the anchors themselves are [S3]
F,53,stroke,0.001403913,[std] log-linear in ln(rate) between [S3]'s anchors at ages 20 and 40 (below 40) or 40 and 60 (40 to 60); the anchors themselves are [S3]
F,53,other,0.000671971,"[std] the five remaining 중대한 질병, the four 중대한 수술 and 중대한 화상 및 부식 as 10.5% of the three headline rates: [S4]'s published 3대-to-17대 office premium step of 5.30% divided by the 50.6% share the CI benefit takes of the risk premium at male 40 in [S3]'s 보장위험별 연간보험료 disclosure"
F,53,ltc,0.0,"[std] 장기요양 1·2등급 inception, 0.12% at 65 growing 14% a year, a placeholder for the construction LTC_KR_S owns; scaled so the 65+ mean is of the order of the 0.5% a year implied by [REG-R42]'s 154,688 1·2등급 인정자 against the 65+ population at an assumed three-year mean duration. Nil below 65: the 노인성 질병 route under 65 [REG-R55] is not modelled"
F,54,cancer,0.004457774,[std] log-linear in ln(rate) between [S3]'s anchors at ages 20 and 40 (below 40) or 40 and 60 (40 to 60); the anchors themselves are [S3]
F,54,ami,0.000855312,[std] log-linear in ln(rate) between [S3]'s anchors at ages 20 and 40 (below 40) or 40 and 60 (40 to 60); the anchors themselves are [S3]
F,54,stroke,0.001546566,[std] log-linear in ln(rate) between [S3]'s anchors at ages 20 and 40 (below 40) or 40 and 60 (40 to 60); the anchors themselves are [S3]
F,54,other,0.000720263,"[std] the five remaining 중대한 질병, the four 중대한 수술 and 중대한 화상 및 부식 as 10.5% of the three headline rates: [S4]'s published 3대-to-17대 office premium step of 5.30% divided by the 50.6% share the CI benefit takes of the risk premium at male 40 in [S3]'s 보장위험별 연간보험료 disclosure"
F,54,ltc,0.0,"[std] 장기요양 1·2등급 inception, 0.12% at 65 growing 14% a year, a placeholder for the construction LTC_KR_S owns; scaled so the 65+ mean is of the order of the 0.5% a year implied by [REG-R42]'s 154,688 1·2등급 인정자 against the 65+ population at an assumed three-year mean duration. Nil below 65: the 노인성 질병 route under 65 [REG-R55] is not modelled"
F,55,cancer,0.004685372,[std] log-linear in ln(rate) between [S3]'s anchors at ages 20 and 40 (below 40) or 40 and 60 (40 to 60); the anchors themselves are [S3]
F,55,ami,0.00096949,[std] log-linear in ln(rate) between [S3]'s anchors at ages 20 and 40 (below 40) or 40 and 60 (40 to 60); the anchors themselves are [S3]
F,55,stroke,0.001703714,[std] log-linear in ln(rate) between [S3]'s anchors at ages 20 and 40 (below 40) or 40 and 60 (40 to 60); the anchors themselves are [S3]
F,55,other,0.000772651,"[std] the five remaining 중대한 질병, the four 중대한 수술 and 중대한 화상 및 부식 as 10.5% of the three headline rates: [S4]'s published 3대-to-17대 office premium step of 5.30% divided by the 50.6% share the CI benefit takes of the risk premium at male 40 in [S3]'s 보장위험별 연간보험료 disclosure"
F,55,ltc,0.0,"[std] 장기요양 1·2등급 inception, 0.12% at 65 growing 14% a year, a placeholder for the construction LTC_KR_S owns; scaled so the 65+ mean is of the order of the 0.5% a year implied by [REG-R42]'s 154,688 1·2등급 인정자 against the 65+ population at an assumed three-year mean duration. Nil below 65: the 노인성 질병 route under 65 [REG-R55] is not modelled"
F,56,cancer,0.004924591,[std] log-linear in ln(rate) between [S3]'s anchors at ages 20 and 40 (below 40) or 40 and 60 (40 to 60); the anchors themselves are [S3]
